0,707,107799595959
0,576,107799602236
0,236,107799604657
0,211,107799606811
0,214,107799608977
0,209,107799611091
0,214,107799613251
0,206,107799615319
0,209,107799617436
0,208,107799619546
0,208,107799621630
0,208,107799623746
0,208,107799625836
0,209,107799627956
0,207,107799630033
0,208,107799632137
0,209,107799634248
0,210,107799636365
0,209,107799638470
0,211,107799640608
0,216,107799642777
0,210,107799644903
0,203,107799646965
0,205639,107801703116
0,323,107801706596
0,251,107801708962
0,225,107801711411
0,214,107801713534
0,224,107801715790
0,218,107801718036
0,231,107801720245
0,209,107801722482
0,213,107801724583
0,214,107801726737
0,233,107801728906
0,214,107801731279
0,207,107801733371
0,221,107801735550
0,225,107801737737
0,221,107801740020
0,218,107801742223
0,219,107801744426
0,237,107801746648
0,225,107801748993
0,210,107801751300
0,217,107801753439
0,222,107801755706
0,206,107801757814
0,214,107801759956
0,208,107801762070
0,638,107811915965
0,429,107811921817
0,135,107811924199
0,119,107811926414
0,119,107811928623
0,118,107811930833
0,123,107811933069
0,115,107811935239
0,196,107811938134
0,123,107811940466
0,114,107811942626
0,105,107811944697
0,111,107811946839
0,178,107811949574
0,115,107811951799
0,109,107811953906
0,111,107811956045
0,173,107811958725
0,113,107811960946
0,167,107811963568
0,114,107811965799
0,113,107811967931
0,108,107811970036
0,109,107811972162
0,108,107811974260
0,108,107811976359
0,109,107811978473
0,161,107811981017
0,114,107811983260
0,106,107811985331
0,110,107811987445
0,165,107811990054
0,111,107811992254
0,108,107811994365
0,108,107811996463
0,162,107811999026
0,114,107812001245
0,463,107812006909
0,123,107812009146
0,114,107812011306
0,116,107812013488
0,166,107812016113
0,121,107812018402
0,163,107812020974
0,111,107812023183
0,111,107812025313
0,162,107812027888
0,108,107812030045
0,168,107812032688
0,108,107812034860
0,608,107821808820
0,204,107821821294
0,197,107821833254
0,198,107821845291
0,187,107821857193
0,217,107821869220
0,201,107821881405
0,221,107821893602
0,450,107821908131
0,192,107821920116
0,201,107821931965
0,184,107821944005
0,204,107821956042
0,193,107821968002
0,172,107821979731
0,203,107821991768
0,171,107822003503
0,179,107822015331
0,211,107822027371
0,190,107822039325
0,195,107822051303
0,222,107822063562
0,252,107822075879
0,226,107822088417
0,667,107822105054
0,248,107822117313
0,230,107822129725
0,189,107822141636
0,229,107822154033
0,455,107822167931
0,418,107822182279
0,421,107822196482
0,318,107822210149
0,276,107822222356
0,1759,107822250460
0,1280,107822273371
0,299,107822285946
0,855,107822304494
0,770,107822322642
0,626,107822338943
0,846,107822357402
0,823,107822375214
0,506,107822390743
0,696,107822407233
0,559,107822423319
0,351,107822437036
0,265,107822449731
0,872,107822467823
0,640,107822484236
0,478,107822499546
0,700,107831882663
0,314,107831986233
0,1253,107832098851
0,662,107832205488
0,539,107832311023
0,451,107832415562
0,419,107832519922
0,406,107832623873
0,240,107832726439
0,412,107832830525
0,415,107832934611
0,280,107833037442
0,378,107833140962
0,342,107833244451
0,292,107833347423
0,365,107833451054
0,393,107833555134
0,339,107833658540
0,323,107833761805
0,371,107833865439
0,470,107833970263
0,403,107834074269
0,325,107834177559
0,250,107834280168
0,292,107834383020
0,327,107834486362
0,374,107834589962
0,314,107834693251
0,443,107834797389
0,323,107834900925
0,304,107835004082
0,294,107835106863
0,355,107835210457
0,306,107835313676
0,318,107835416873
0,419,107835520559
0,353,107835624546
0,285,107835727340
0,404,107835831386
0,331,107835934833
0,303,107836037931
0,317,107836140974
0,364,107836244617
0,320,107836347956
0,235,107836450436
0,308,107836553220
0,619,107836659202
0,291,107836762749
0,234,107836865159
0,371,107836968346
1,642,107951219842
1,610,107951226549
1,243,107951229032
1,214,107951231186
1,219,107951233399
1,209,107951235525
1,223,107951237755
1,210,107951239875
1,215,107951242063
1,208,107951244159
1,213,107951246297
1,212,107951248442
1,210,107951250555
1,210,107951252691
1,210,107951254795
1,588,107951260666
1,209,107951262826
1,208,107951264925
1,213,107951267060
1,207,107951269149
1,214,107951271309
1,204,107951273371
1,212,107951275506
1,204,107951277583
1,202,107951279614
1,207,107951281697
1,208,107951283795
1,206,107951285872
1,205,107951287962
1,208,107951290060
1,202,107951292106
1,205,107951294159
1,208,107951296263
1,205,107951298334
1,206,107951300408
1,208,107951302512
1,204,107951304562
1,207,107951306663
1,204,107951308728
1,207,107951310823
1,208,107951312909
1,202,107951314955
1,206,107951317026
1,202,107951319069
1,204,107951321131
1,205,107951323205
1,205,107951325272
1,206,107951327349
1,203,107951329395
1,206,107951331472
1,657,107961139272
1,426,107961145358
1,135,107961147786
1,110,107961149922
1,123,107961152155
1,111,107961154306
1,126,107961156571
1,174,107961159251
1,118,107961161534
1,113,107961163685
1,110,107961165780
1,106,107961167878
1,173,107961170565
1,111,107961172752
1,120,107961174971
1,108,107961177075
1,121,107961179315
1,108,107961181411
1,108,107961183515
1,111,107961185642
1,106,107961187728
1,112,107961189863
1,112,107961191971
1,165,107961194598
1,113,107961196811
1,109,107961198943
1,112,107961201072
1,109,107961203180
1,110,107961205306
1,510,107961211429
1,114,107961213589
1,108,107961215694
1,114,107961217851
1,170,107961220488
1,117,107961222746
1,106,107961224829
1,166,107961227442
1,111,107961229635
1,109,107961231752
1,159,107961234291
1,115,107961236528
1,161,107961239091
1,112,107961241312
1,164,107961243900
1,111,107961246100
1,111,107961248214
1,159,107961250752
1,113,107961252977
1,158,107961255509
1,113,107961257728
1,629,107971166515
1,216,107971179125
1,197,107971191066
1,191,107971203051
1,186,107971214897
1,182,107971226697
1,191,107971238611
1,249,107971251075
1,429,107971265488
1,201,107971277522
1,209,107971289577
1,168,107971301358
1,180,107971313186
1,210,107971325205
1,181,107971337082
1,178,107971348894
1,175,107971360682
1,181,107971372518
1,190,107971384432
1,186,107971396309
1,183,107971408165
1,198,107971420100
1,220,107971432337
1,235,107971444712
1,566,107971460300
1,244,107971472755
1,186,107971484734
1,174,107971496438
1,213,107971508608
1,409,107971522623
1,401,107971536645
1,380,107971549977
1,316,107971563629
1,227,107971576026
1,1445,107971600346
1,1389,107971624315
1,396,107971638420
1,469,107971652983
1,837,107971671411
1,768,107971689146
1,834,107971706952
1,789,107971725362
1,649,107971741383
1,493,107971756826
1,578,107971772238
1,438,107971787066
1,235,107971799583
1,499,107971814408
1,584,107971829811
1,647,107971846248
1,711,107981292752
1,428,107981397506
1,927,107981506645
1,796,107981614343
1,518,107981720011
1,494,107981824974
1,449,107981929475
1,440,107982033946
1,601,107982139940
1,538,107982245318
1,535,107982350712
1,318,107982453854
1,348,107982557294
1,314,107982660355
1,533,107982765725
1,320,107982869051
1,376,107982972888
1,342,107983076318
1,330,107983179488
1,396,107983283417
1,376,107983387303
1,407,107983491432
1,297,107983594423
1,238,107983696995
1,262,107983799586
1,322,107983902709
1,410,107984006758
1,344,107984110257
1,351,107984213734
1,281,107984316709
1,324,107984419838
1,361,107984523485
1,327,107984626691
1,316,107984730054
1,353,107984833598
1,350,107984937140
1,275,107985039823
1,311,107985143060
1,390,107985246857
1,368,107985350635
1,343,107985453989
1,456,107985558497
1,348,107985662186
1,370,107985765762
1,211,107985868143
1,306,107985970928
1,482,107986076097
1,268,107986178863
1,279,107986281577
1,439,107986385900
2,584,108100313740
2,529,108100320054
2,231,108100322374
2,217,108100324552
2,218,108100326768
2,208,108100328875
2,216,108100331038
2,589,108100336949
2,218,108100339146
2,205,108100341223
2,213,108100343386
2,206,108100345454
2,222,108100347700
2,202,108100349734
2,206,108100351814
2,204,108100353878
2,207,108100355958
