5,3210,647715066930
5,644,647715073856
5,339,647715077598
5,299,647715080604
5,2173,647715102244
5,1688,647715119207
5,1569,647715134847
5,1594,647715150727
5,735,647715158210
5,1546,647715173718
5,1576,647715189268
5,1572,647715204859
5,1555,647715220767
5,1552,647715236330
5,351,647715239933
5,293,647715242915
5,299,647715245927
5,1477,647715260619
5,1503,647715275625
5,1517,647715290622
5,1546,647715306293
5,1514,647715321536
5,360,647715325201
5,368,647715328908
5,308,647715332019
5,1497,647715346813
5,363,647715350662
5,294,647715353619
5,301,647715356653
5,285,647715359521
5,307,647715362582
5,300,647715365628
5,1487,647715380315
5,1647,647715396911
5,354,647715400533
5,1491,647715415416
5,367,647715419164
5,371,647715422899
5,300,647715425955
5,288,647715428853
5,291,647715431779
5,1489,647715446573
5,1560,647715462139
5,1560,647715477816
5,1504,647715492878
5,1516,647715508044
5,349,647715511659
5,298,647715514662
5,306,647715517761
5,286,647715520641
5,301,647715523665
5,286,647715526539
5,292,647715529481
5,342,647715532918
5,1464,647715547499
5,1554,647715563050
5,1503,647715578105
5,1522,647715593216
5,1523,647715608567
5,335,647715612028
5,1456,647715626548
5,1493,647715641499
5,349,647715645065
5,299,647715648096
5,305,647715651167
5,297,647715654161
5,296,647715657151
5,301,647715660167
5,331,647715663481
5,297,647715666499
5,291,647715669431
5,1465,647715684044
5,545,647715689555
5,1590,647715705284
5,354,647715709038
5,297,647715712019
5,309,647715715121
5,292,647715718093
5,346,647715721490
5,279,647715724370
5,312,647715727521
5,303,647715730493
5,1518,647715745696
5,332,647715749075
5,297,647715752087
5,286,647715754967
5,1591,647715770782
5,1592,647715786607
5,1588,647715802484
5,2627,647715828905
5,405,647715833084
5,370,647715836828
5,851,647715845330
5,1655,647715861835
5,396,647715865878
5,327,647715869191
5,1465,647715883767
5,370,647715887558
5,322,647715890819
5,293,647715893782
5,340,647715897201
5,1411,647715911142
5,376,647715915087
5,336,647715918493
5,302,647715921521
5,298,647715924515
5,302,647715927567
5,295,647715930530
5,305,647715933601
5,300,647715936616
5,298,647715939628
5,296,647715942598
5,303,647715945647
5,293,647715948591
5,304,647715951656
5,300,647715954678
5,302,647715957718
5,296,647715960699
5,312,647715963844
5,298,647715966847
5,326,647715970115
5,300,647715973136
5,313,647715976293
5,301,647715979327
5,316,647715982493
5,298,647715985487
5,311,647715988622
